id,logFC,p.adjust
RBFA,0.319754535,0.080272411
TM4SF20,0.200886988,0.08028235
HNRNPDL,0.156740129,0.080298689
FGF16,-0.498281853,0.080328178
MED17,0.447774165,0.080368223
LOC105374325,0.583127041,0.081020964
JMJD7-PLA2G4B,0.188210824,0.081054099
MCM4,0.281456512,0.081400753
TOP1,-0.272797371,0.081426924
WNT2,0.295525129,0.08146949
SLC6A6,-0.856608265,0.081473864
LRRTM2,0.273250159,0.081712875
THAP9-AS1,-0.424021453,0.081728227
TSSK2,0.280618882,0.082179708
ASH1L-AS1,-0.144681318,0.082317868
KCNS3,-0.359977865,0.082705764
ANK3,0.447908835,0.08273657
IFI27,-0.321734294,0.082739665
FOSB,0.949649824,0.082775873
LOC112268068,-0.401580329,0.082850786
TAPBPL,0.387019594,0.082957009
SDHAF1,0.602309935,0.082957009
WDR25,0.300466435,0.082958323
PDSS2,0.273576294,0.083243286
PGBD3,-0.855111835,0.083297489
MYO9B,-0.857112488,0.083532994
ATMIN,-0.268015112,0.08376332
NIPSNAP3A,0.658358812,0.084032969
PNN,0.441366,0.084083527
TSC22D3,0.787416124,0.084130633
EPS8L2,-0.290803988,0.084198085
MARCO,-0.325751935,0.084255486
LINC02153,0.422550465,0.084538706
DDX11-AS1,-0.300333659,0.084587203
MEOX2,0.523189782,0.084614526
BEX2,0.394674912,0.084839547
MTMR6,0.205454582,0.084938153
DUSP12,0.417958376,0.085019139
FCGR2C,-0.566198094,0.085078849
PCDHB12,0.339828453,0.085319567
SLC66A2,-0.513086053,0.08540048
CILP2,0.462013059,0.085590372
ALDH18A1,-0.627074853,0.086026009
CBX6,0.235680024,0.086096183
IGKV1D-8,0.233384329,0.086140326
DDB1,1.054124476,0.086148254
CRIPTO,0.144695235,0.086345698
JMY,0.467792371,0.086346572
HOXC4,0.290653035,0.086620731
PLEKHN1,-0.672084465,0.086814164
POMT2,0.282876665,0.086848148
TMEM198,1.115150018,0.086848148
TMEM94,-0.368290376,0.087148221
NABP1,0.281010194,0.087148221
SPX,0.381063288,0.087553606
CASP8AP2,0.276658947,0.087619454
GAR1,0.243253876,0.087884406
SDR42E1,0.374342582,0.088283961
CISH,0.753691341,0.088290126
IL36RN,0.455505753,0.088684051
HOXB4,0.250091529,0.089310339
ATP8B4,-0.401153165,0.089355041
LIAT1,-0.329027476,0.089705215
SELE,0.244427847,0.089906801
DSCR9,0.509763212,0.089914094
HBE1,0.254380059,0.090044305
WBP4,0.895461359,0.090138591
NUDT5,0.553045829,0.090226373
RTN4,0.161690982,0.090612966
LOC100129175,0.250168418,0.090675721
DCUN1D3,0.599899094,0.090838239
BIRC5,0.787425659,0.091335164
CCDC62,0.296369806,0.091354491
EFHD1,-0.234465624,0.091397181
HAGLR,-0.281099282,0.091437797
TSSK6,0.451769771,0.091454339
ENG,0.224413765,0.091520436
INSL4,0.615086471,0.091521415
RASEF,0.395729982,0.091546276
CEACAM7,0.274408635,0.09177926
ZMYM4,0.707868729,0.091840673
DAPP1,-0.294774753,0.09193699
ANO9,-0.807358306,0.092052394
ERI2,0.2202863,0.092602771
LPCAT2,-0.320065429,0.093086464
SYT3,-0.468028441,0.093429391
SFT2D3,-0.333906053,0.093454418
PROP1,-0.317259247,0.09392102
OXTR,-0.477665376,0.09419032
ZNF146,0.125368471,0.094442218
LOC101927588,-0.451220724,0.094471925
CHST8,-0.286995929,0.094729334
C1QC,0.662871765,0.094849627
ZNF212,-0.329345324,0.094858845
ABRACL,0.211396376,0.095190676
PAPOLA-DT,-0.182909218,0.09546423
LOC105376805,0.531752612,0.095643436
RAB3IP,-0.343578835,0.095748509
HABP4,0.304103806,0.095860454
CSDC2,-0.256785288,0.095877306
ALDH16A1,-0.46562,0.095970301
LINC01992,-0.461551671,0.096151076
RCHY1,0.346486612,0.096249336
SVIP,-0.439462606,0.096268925
SEC14L5,0.860444306,0.096497637
ABLIM1,0.711603529,0.096509291
RAB17,-0.431233812,0.096593056
WDR70,-0.290732547,0.096593056
POLG2,-0.264746,0.096753207
CNTF,0.283776982,0.096797298
PCDHB5,1.033535,0.09683964
LINC01111,0.267928412,0.096891345
CIDEA,-0.424010229,0.097114029
RIC8A,0.3255843,0.097188927
LCE3D,0.776440694,0.097321168
VBP1,-0.355858247,0.097423465
DNAJC9-AS1,0.308118029,0.097430818
ZNF580,0.466134829,0.097435143
NXPE4,0.379747012,0.098150506
EBF2,-0.415735124,0.098799181
DLSTP1,0.383510747,0.098840041
SOX18,-0.302275482,0.099092612
PRADC1,0.652401876,0.099306608
ANKMY2,0.178222529,0.099424801
SPAG1,0.397516582,0.099715507
SLCO1C1,0.3965694,0.099787717
CRYBA1,0.981676688,0.09990043
SF3B1,1.311015259,0.099964968
H2AB3,0.413115018,0.100196932
ZNF783,0.150591412,0.100620586
CHRNB1,1.143163371,0.100783424
DAGLB,0.322237676,0.10098438
USP6NL-AS1,0.559645347,0.101195851
FUZ,0.395054906,0.101548254
ZNF528,1.147480259,0.101874984
LAMC2,0.213226059,0.101914494
NCAPG,-0.197958729,0.102032792
RPE65,0.285351047,0.102232508
CCDC142,-0.615374982,0.102313158
OR10A3,0.309519394,0.102360653
SCAF8,0.447577771,0.102360653
LINC01448,0.328026418,0.102579752
BOLA3,0.202037929,0.102697218
HSPB3,0.187529429,0.102851267
UBE2J2,-0.398811624,0.102985277
CCDC170,-0.247467118,0.10301909
ZFYVE27,-0.468197159,0.103337373
TEDDM1,-0.602476382,0.103478465
FLNB,0.516538394,0.103604921
GFRA4,-0.259967024,0.103658441
FAM182B,0.3585822,0.103724538
PRRG1,0.527678153,0.10373326
LOC401442,-0.276597206,0.103771003
EBI3,0.486800759,0.103927986
CIAO2B,0.601322218,0.103972169
IL6ST-DT,0.438527306,0.104048035
ACOT9,0.610918588,0.104091158
TRIM35,-0.228717624,0.104149119
CTSD,-0.321952012,0.104153034
RXRG,0.310744271,0.10433911
HOXD10,0.321971341,0.104411309
C5AR2,-0.318300624,0.104428665
JPH3,0.236313847,0.104643116
PDE11A,-0.719905765,0.10501871
XPC,0.529830471,0.105181983
CFAP99,0.413000329,0.105305129
LINC00421,0.544509959,0.105611808
TRIP10,0.940371329,0.10565012
RPA3,-0.301263635,0.105668714
DNAJC12,0.417433018,0.105696792
ETS2,-0.598104653,0.105722824
TGDS,0.486059718,0.105734347
LZTR1,-0.222087059,0.105734347
NTS,-0.336203488,0.1060143
PTGES3,-0.6809285,0.10604445
CD163L1,0.340230912,0.106243803
CA1,-0.345897882,0.106532819
ELP5,0.366472788,0.106553848
RYR3-DT,0.164870159,0.10673835
SLF2,-0.296571747,0.106942272
CACHD1,-0.346474812,0.10712924
PAEP,-0.608447706,0.107253665
PPIL3,-0.333318,0.107513814
CTDNEP1,0.242476371,0.107588383
RSAD1,-0.375035435,0.107614168
PYM1,0.798896359,0.107697268
ARHGAP8,0.321733165,0.107707894
TSBP1,0.274887606,0.107947832
SLC35F3-AS1,-0.369035941,0.107976238
MGAT4A,0.603508459,0.108059302
MOV10L1,0.403799494,0.108059981
TLE1,-0.399759512,0.108059981
NOTCH3,0.814572194,0.108088918
PGF,0.822225076,0.108139147
LOC101929902,0.7019041,0.108319664
KIF6,0.267643888,0.108331429
SEC24B-AS1,0.319406418,0.108504718
ITPKA,-0.261881535,0.108675947
LINC00624,0.197634582,0.108795541
SFT2D2,0.2956976,0.108994444
CCL8,0.341764559,0.109086615
ADAM33,0.277280376,0.10915318
RRS1,0.233021135,0.109477583
ATP6V0D2,0.489796841,0.109484406
PPM1M,0.383898794,0.109499449
TP53INP2,0.710136265,0.109503969
TEX46,0.415435324,0.110116418
HDAC6,0.393793924,0.11046567
RTP3,0.099636335,0.11054297
LUC7L3,0.412778676,0.110642656
SMAGP,-0.477789465,0.1108575
NFIA,-0.480492941,0.111130936
CAPN10,0.450983588,0.111158758
SERPINB3,0.396457041,0.111203895
PTGDR,0.275241559,0.111548468
SEC23B,0.250507006,0.111617436
WHAMMP2,0.134039706,0.111851254
ITGB5,-0.520595141,0.112072819
PLA2G7,0.153686312,0.112245451
BAG2,0.2883659,0.112245451
RIMS2,0.279432382,0.11267125
CLDN12,0.180934588,0.112774782
EPHA7,-0.508665506,0.112877606
NCF2,-0.233631329,0.112942359
GLP2R,0.326885482,0.1129527
FOXA2,0.269145612,0.113637353
TRUB2,-1.300574076,0.113925402
DPH3,0.456649171,0.114003631
APOC4,-0.313701976,0.114041354
TFRC,-0.372994806,0.114107431
TOMM20,0.731189112,0.114140169
ACSL3,-0.419660753,0.114220824
EIF2D,-1.233375524,0.114329882
PIGA,0.562393453,0.114396933
LINC02809,-0.361301988,0.11441419
EXOC2,-0.333226494,0.114884062
PCDHGB5,-0.207737206,0.114932352
GFRA3,0.615115112,0.115038576
FLVCR1,0.420360759,0.115113058
PPP2R3C,-0.338648524,0.115127997
ARPC1B,-0.2321537,0.115127997
TSEN34,0.274456671,0.115173206
PSMC6,-0.746620435,0.115214656
TOB1,-0.362055476,0.115276296
TSGA13,0.240694624,0.115323046
VAX2,0.377328876,0.115635012
RBM23,-0.282626906,0.115807572
YAE1,-0.610060129,0.115863842
TRIM48,-0.314461453,0.116126676
SMARCD2,-0.337162824,0.116204519
NXT1,0.322671753,0.117165415
SPATA6,0.2314068,0.1172396
ACBD4,-0.304217835,0.117542274
PTGER4,0.393669588,0.117542274
LOC101928526,0.550557259,0.117577196
ZNF519,-0.352885447,0.117589633
SRP54,0.194537188,0.117639567
ZNF230,0.267611182,0.117805438
ARAF,-0.360121412,0.117934188
BAZ1A,0.448382371,0.118102766
UBA52,0.396522441,0.118103187
MIR497HG,0.277205524,0.118657795
CTSA,0.225890959,0.118767222
PTDSS2,0.289028529,0.118797738
ASTE1,0.316092459,0.119398532
UNC45B,0.270380706,0.119816585
TMEM216,0.613878059,0.120052843
MAN2B2,0.227067853,0.120094044
MEGF8,0.217303647,0.120176025
CKLF,0.348032665,0.120541943
PLEK2,-0.835871906,0.120541943
LMTK3,0.1675446,0.120925198
PMS2P3,-0.328436188,0.12092972
DGCR2,0.572450994,0.121279437
PHF10,0.295518459,0.121730934
GNG3,1.054598465,0.121854335
RIF1,0.692742688,0.121875988
TAF2,0.197886782,0.122465908
CNST,0.314253259,0.122791589
SOCS5,0.500025982,0.123195557
ADCY10,-0.345246994,0.123218615
TEX35,-0.520053259,0.123329982
TMTC2,0.299674194,0.123627336
HSD3B2,0.405711929,0.124187336
LINC01492,0.694871318,0.124305492
THEM4,0.560729029,0.124612919
PRPF40A,0.236223988,0.124719654
SLC24A3-AS1,-0.413224671,0.124719654
CCT6P3,0.518313965,0.124857284
SLC20A1,0.218249094,0.125150336
LIF-AS2,-0.200914582,0.125364141
H4C12,0.261949294,0.125799346
ARID3A,0.700316071,0.125888912
TMEM167B,0.395334353,0.126376643
EBNA1BP2,-0.366019218,0.127059477
PMCHL2,0.290007206,0.127059477
SLC17A3,-0.215928224,0.12718929
LINC01792,0.350560524,0.127323656
LOC101928201,0.236139041,0.127420113
ATP6V1E2,0.393458776,0.127423384
UROD,-0.298351806,0.12754901
STX10,0.613178076,0.127711727
EPYC,-0.233322112,0.127923705
SLC35C1,0.430965759,0.127951176
EXOSC6,-0.369622112,0.127968676
DDHD1,0.4668983,0.12802493
ITPA,0.172036853,0.128033333
CHAD,-0.323192288,0.128234431
MAGED4B,-0.264482418,0.128280152
SLC38A6,0.406714829,0.128361295
PATE1,0.400955265,0.128404546
TRMT2A,-0.236247024,0.128572073
RNF185-AS1,0.626667935,0.12869076
RORC,0.757034194,0.12877644
RBM26-AS1,-0.371939182,0.128866229
P2RX3,-0.182268394,0.128982194
DUSP1,-0.512298276,0.129042505
KCNC4,0.3253119,0.12906137
NUP205,0.346761824,0.129119467
PRR34,-0.413624359,0.12925277
MYH11,-0.331266018,0.129290986
ZKSCAN2,0.2993039,0.12931499
LINC03093,-0.143835471,0.129484076
ZNF121,0.816987235,0.129611728
LOC105373150,0.352683782,0.129673484
CPVL,0.105784671,0.130432577
NME7,0.461600447,0.130487924
MID1,-0.688347194,0.131537116
SMR3A,0.158043065,0.131633047
GPR153,0.313054276,0.131633047
RGS19,0.427709624,0.131666776
OBSCN,0.465253288,0.131766477
TRDV2,-0.282282582,0.131967397
ZDHHC12,-0.398395724,0.132723103
GRB14,-0.252619606,0.133119468
SEC31B,0.206940059,0.133487098
PMS2,1.001245729,0.133507676
LINGO3,-0.327918259,0.133507676
SCD,-0.294792241,0.133968449
MYD88,-0.620679206,0.134246864
GCKR,0.814044988,0.134541267
CEACAM19,0.3118706,0.134694422
APEX2,-0.414709371,0.134796934
TTTY2,0.437380388,0.135055692
NHERF1,0.3934168,0.135130419
KCNQ3,-0.388429318,0.13535527
PRSS3P2,-0.351843629,0.13537342
SNHG12,0.267702994,0.135549658
MYBPH,-0.250177294,0.135576647
MMADHC,0.364706782,0.135590712
PSMD3,0.341115447,0.135985745
MTIF3,-0.239194241,0.136182343
SMIM2,0.455280276,0.136451749
IER2,0.320301612,0.13698216
PIAS1,0.444864524,0.137133169
TRIM15,0.983332347,0.137182834
FBLN7,0.241086571,0.137210539
DNAJB6,-0.274339853,0.137501598
PRMT7,-0.298203118,0.137517591
LOC105369974,0.293691347,0.13767532
TRAPPC14,0.246616959,0.137748305
TMEM245,0.096624229,0.137810206
ZNF630,-0.358365012,0.138094215
ANKRD17,0.116368859,0.138105253
LIPA,0.325054212,0.138276883
RNF214,-0.438168076,0.138456485
MACO1,-0.368986976,0.139006292
DUOXA1,0.402841565,0.139161422
LBHD1,1.091578876,0.139504387
MBD2,-0.624066947,0.139593677
LINC01002,-0.400182241,0.139909974
SIN3B,0.739102453,0.140344621
BFAR,0.304017376,0.140789606
CHRNB2,-0.565137271,0.140825136
DHRS3,0.628081988,0.140863516
TRAPPC8,0.963360188,0.141037315
KRT9,0.358045518,0.141037315
EDC3,0.2779536,0.141128139
CCNO,0.979634782,0.141377542
NLRP2,0.421622771,0.141685437
VRK3,0.892577035,0.142093059
FRMPD1,-0.334730518,0.142429293
CABYR,0.237495976,0.142588724
ANKRD30B,0.608927894,0.142813665
TTTY14,-0.691031341,0.143020256
XBP1,0.315714912,0.143264134
TRIQK,-0.4312556,0.143391295
PHB1,-0.317989529,0.143993325
MBTPS1,0.890474053,0.144156752
SCARB2,-0.234201306,0.144358919
XRCC6,-0.351418806,0.144681858
ARFIP2,-0.304449947,0.145297711
RAB14,-0.352368106,0.145835243
MSN,-0.295719571,0.14617393
TSPAN32,-0.368329853,0.146351909
ZNF529,-0.368072482,0.146516213
ARMC12,0.255288865,0.146742209
RCBTB2,0.1428811,0.146749916
PIK3CD,-0.401826535,0.146934975
ATP6V0A4,0.369995265,0.147026178
RPL3L,-0.229482965,0.14711594
NCR3LG1,-0.382260718,0.147175423
EHMT2,-0.433735894,0.147175423
CD320,-0.341288824,0.147188756
PLXND1,1.140954724,0.147281827
FBXL14,0.143217553,0.147409133
ZNF222,-0.3323714,0.147595306
IER3IP1,-0.199224535,0.147929745
RAPGEF4-AS1,-0.240842676,0.147948688
PDE7A,-0.473883741,0.148023639
HUS1,0.314375624,0.148248069
CACNA1H,-0.165204824,0.148274621
RBM28,0.549132741,0.148663843
BGLAP,-0.294342924,0.148683062
LOC105376204,-0.274850776,0.148874896
MYO18A,-0.995837771,0.148980014
LINC02204,0.410207841,0.14903482
GSDME,-0.253621541,0.14920273
LOC101927610,0.229622835,0.149364303
LMLN,0.295155476,0.149446568
UBE2E3,-0.276255476,0.149783084
FBXW4,0.208763018,0.150115946
NSL1,0.363259318,0.150717783
VPS37B,-0.350016106,0.150796861
CHN1,0.327004265,0.150900004
WDR31,0.447436935,0.150976493
BOK,0.282729835,0.15199064
TMOD2,0.354822559,0.152053262
LIPC-AS1,-0.387571506,0.152093849
LOC105369602,0.277243976,0.152429176
KRT86,-0.792574112,0.152803542
ARPC5,0.205978188,0.15287072
RNF135,0.278173471,0.153145529
C19orf12,0.464004129,0.153284577
CLPB,0.307408141,0.153368297
TBC1D3E,-0.322563618,0.153677089
FMNL1,-0.223424535,0.153811083
MAN1B1,1.041608635,0.153816241
MAILR,-0.591268371,0.153914946
NEFL,-0.363336459,0.153932022
PTMA,0.234295824,0.153959622
TYMS,-0.232349206,0.153959622
S100A10,-0.137913941,0.154039045
PCNA,0.276216759,0.154049742
SEMA4D,-0.191287059,0.154446732
GRB2,-0.3544285,0.154510721
CBFA2T2,0.510118518,0.154776462
TMEM176B,-0.276752976,0.155152013
NDUFA4L2,0.274689424,0.155197891
TSPYL5,-0.243200418,0.155653879
PTPN2,0.256580853,0.155799564
VAV1,-0.395457547,0.155811926
CCR6,0.914278841,0.155820169
GAST,-0.316844447,0.156025265
LINC01003,0.315048635,0.156276346
NOL10,0.276398006,0.15630274
SEMA3D,0.350791518,0.156459843
SNX22,0.289500429,0.156685544
USO1,-0.268705394,0.156730487
ZNF277,0.613840535,0.15683491
MINAR1,0.249403065,0.157063866
MED31,0.225263876,0.157106298
NUP62CL,-0.267618953,0.157499171
OR7E156P,0.415797329,0.15760556
RC3H1,-0.207811241,0.157697733
H3C8,0.270243647,0.157697733
ZNF71,0.132279635,0.157827575
MYBPC1,-0.266802565,0.158053346
SRRM4,0.435140629,0.158125402
DTX1,-0.322245806,0.158285033
LINC00566,0.195325471,0.15849133
SMOC2,0.098743959,0.15858926
KNTC1,0.277921794,0.159240843
SKOR1-AS1,0.313144224,0.159249663
RBP2,-0.651663241,0.159455037
DUSP18,0.227613576,0.159466877
TP53AIP1,0.226859382,0.160255625
VLDLR,-0.445204882,0.160401766
FBXL5,0.177773824,0.160465546
ZSCAN2,0.726019324,0.160609686
LRRC17,0.252731782,0.160865819
KLHL12,0.647305441,0.160913524
WDR13,0.519144894,0.161638883
LIN7A,-0.573873306,0.161729673
DMXL1-DT,-0.394728571,0.162009788
AQP10,0.355279524,0.162194319
BUB3,-0.676725453,0.162220265
TMPRSS12,-0.236047276,0.162308145
SMPDL3B,0.294573265,0.162591744
CNN3,0.325409388,0.162752195
LRFN5,0.461195782,0.162923252
PRICKLE1,-0.412354947,0.162924962
GTF2I,0.472513676,0.16368884
NDUFC1,0.440620935,0.163833208
KLHL17,0.343906576,0.163863104
ELOF1,0.303789282,0.164009326
DYNLL1,-0.263932747,0.164232291
SCAF4,0.395105035,0.164509212
PBX3-DT,0.449323218,0.165095177
PACSIN3,0.357043341,0.165233968
NKAP,-0.271091235,0.165437046
DAP,-0.230379082,0.165608909
AMT,-0.217284,0.165722331
CPSF1,0.216056524,0.166088294
LOC105371401,-0.220211935,0.16614039
HSD3B1,-0.235423188,0.166364737
IDI2-AS1,0.521052294,0.166693234
KCNK9,0.526185406,0.1667037
HEATR5A-DT,0.339893376,0.166705471
LOC100506606,0.501251318,0.16682897
SPATA2,-0.318514147,0.16691536
LITAFD,0.256379388,0.167549976
SS18L2,0.231367459,0.16777474
TAAR1,0.9932369,0.167821029
H2AC25,-0.747332471,0.167949104
ANP32B,-0.260330653,0.168538657
LOC286297,-0.340627559,0.168538807
MTMR14,0.229248259,0.168590315
DND1,-0.363625671,0.169007546
UBAC2,0.810793888,0.169387593
ZFAND5,-0.385404971,0.169409716
KLHL26,0.258367641,0.169522239
NRXN3,0.361217424,0.170343208
MAPK8IP1,0.343489788,0.171012392
TMEM44-AS1,-0.334504294,0.171480604
DAB1-AS1,0.926546212,0.171796281
MCM6,0.458535118,0.171796281
TREML2,0.285758929,0.172019564
CLK1,0.278780688,0.172245565
LTA4H,0.230601641,0.172334256
LOC101927539,-0.367553971,0.172480487
VCPKMT,0.908241735,0.173007387
SUCLA2,-0.399243171,0.173040497
CENPC,0.336699235,0.173530395
CTRB1,0.271535182,0.17355382
PACRG,-0.244784576,0.173797047
OBP2A,-0.353053706,0.173799011
TMEM212,-0.312006894,0.174262597
PLA2G12A,-0.170062324,0.174410507
CA8,0.223281265,0.174572507
AVL9,-0.415026882,0.174945829
PAK3,0.246738488,0.174962216
MRPS6,0.223853282,0.174970073
GALK2,-0.573567882,0.175046877
ZNF581,-0.278097229,0.175252598
LOC100129098,0.219206724,0.175401525
TMPRSS2,0.367868765,0.175628278
FKBP1A,-0.286499059,0.176050083
HPGDS,-0.305509812,0.176077153
SWSAP1,-0.332404882,0.176390796
FADS1,-0.332154706,0.176491097
AVIL,-0.405817329,0.176669372
BRD9,-0.325272782,0.177087332
TDRKH-AS1,0.230266412,0.17723105
TGFA,-0.232346794,0.177690708
LOC102724382,-0.293017559,0.178110716
KLK10,-0.170085153,0.178672815
DNAH14,-0.272170153,0.178729838
IL3RA,0.2292334,0.178756932
RPS13,0.304422629,0.179353637
IFT22,-0.536158135,0.179430419
OR4D1,0.270503141,0.179979731
GVINP1,0.2345892,0.180310308
LRRIQ1,0.857338829,0.180315612
TERF2,0.343888788,0.180585699
FGG,0.217729729,0.180973479
PHF6,-0.681902788,0.181387564
MGP,-0.328265582,0.181423356
KLRF1,0.491404694,0.181782686
KRT79,0.242787318,0.181833869
LRRTM4-AS1,0.275692694,0.18213408
POLR3C,0.271690541,0.182622789
DUT,0.3100188,0.182688339
F13B,0.528482059,0.182689954
MAGOH2P,0.235153594,0.183089239
CACNA1F,0.507348159,0.183700585
HCFC1R1,0.321091894,0.183700585
NUDT9,-0.241722706,0.183915403
APLN,-0.243958312,0.184014886
MAP1B,-0.263097247,0.184811612
RAX2,0.273451453,0.184972222
NOL7,1.081466076,0.185249217
AMOTL2,0.248573006,0.185249219
CEP43,0.141752094,0.185310704
MRPL38,0.572319859,0.185488183
TNFRSF11A,0.281756812,0.186068432
FZD9,0.256744765,0.186363167
TRIP11,-0.447658541,0.186961229
COL6A2,0.221526912,0.187090461
ZMAT3,-0.315373141,0.187144653
SREK1,-0.278190406,0.187401928
VEZT,0.194934029,0.187750964
CBLC,0.300946418,0.187858116
GPR141,0.445817718,0.187957956
CEP85L,0.205268541,0.18809437
SCML2,-0.195914453,0.188274091
MFF-DT,0.160629594,0.188295008
ANOS2P,0.396894476,0.188338074
LINC00607,-0.214679529,0.188938778
MYH1,-0.448035953,0.189056525
FHOD3,-0.172030253,0.189570514
YTHDC2,0.288154859,0.189659739
DUSP14,0.299683612,0.189798746
AKR1A1,0.235509841,0.19010846
SLC22A7,-0.403606894,0.190398378
CBR4,0.165688571,0.190613761
CST5,-0.376465329,0.191751378
ECM1,0.255271024,0.191832185
CD28,-0.343261271,0.19205912
GPRC5C,0.255812924,0.19248956
MRC2,0.177840235,0.192612139
C4orf17,0.291705818,0.192645957
APOLD1,0.278268765,0.192768688
SYNE1,0.253959171,0.192977378
CCN6,-0.112835706,0.193561734
ODF1,0.331797529,0.193583453
PRDM6,0.391297959,0.19371651
MYEOV,0.162929212,0.193989862
ATP2B3,-0.279839888,0.194397204
FBXW11,0.235611071,0.194740811
GTF3C4,0.315818824,0.19480301
RIMOC1,0.464316635,0.195467964
ATXN7L3B,-0.387887294,0.195980651
SELENOP,-0.341987124,0.196394924
ATRAID,-0.257742647,0.197141108
OLMALINC,0.193896724,0.197163215
ORC6,-0.293996747,0.197199764
LRPAP1,0.264975218,0.197395726
LHX8,-0.384556247,0.197782892
SRSF4,0.276105712,0.197869715
SUN1,0.261415265,0.198009342
RIN2,-0.303587735,0.198263261
ACY1,0.374408341,0.198462205
NPM1,-0.462309888,0.199063561
LRP3,0.243800929,0.199406631
PRKD2,0.265219594,0.199727802
SNRK,0.855820882,0.199809146
USP14,-0.5110325,0.200366577
SPINT1,-0.237579706,0.201041837
KEAP1,0.311444518,0.201264321
TRAPPC6B,0.330117882,0.202105587
SBDS,-0.212893529,0.202122618
SIRPG,-0.226909835,0.203204024
NUAK2,-0.758158941,0.203437244
H4C14,0.347455694,0.203485179
C5AR1,0.148295624,0.203647014
TICRR,0.598717276,0.204044983
PWAR5,0.209805388,0.204624569
EGFR,-0.323013353,0.204784637
TRAV5,-0.273827424,0.205297422
CCM2L,0.454817888,0.20542198
TMEM209,0.329759671,0.206029509
LTBP3,0.363339953,0.206245577
SELP,-0.281048641,0.206376956
PLEKHG7,0.196109453,0.206571812
TMCO1,0.500450118,0.206590047
GMPS,0.200100847,0.207721429
GULP1,0.446716376,0.207888808
MRPL48,-0.175315771,0.208364903
GPM6B,-0.197225482,0.208996507
E2F4,0.3466804,0.209286317
BCKDK,0.208375718,0.20958208
CLUHP3,-0.4779035,0.20964339
PES1,0.272879171,0.210250769
PCDHB2,0.296546135,0.210274196
ADAM20,0.302253147,0.210579179
IFNA14,0.274187029,0.210828131
HOXD-AS2,0.255276841,0.211128893
HCG4,0.336120841,0.211810211
PSMB1,0.248425306,0.212095434
TERF2IP,-0.666433959,0.212269308
RETSAT,0.424222335,0.212672352
FAM181A-AS1,0.595705465,0.213743047
ZNF839,-0.336186435,0.213811414
LIMA1,0.236748488,0.214057091
CD33,0.267828271,0.214126505
RNF139,-0.159686365,0.214681316
LINC00507,0.334575865,0.214964313
NPY2R,0.223530912,0.215302747
STAG3L1,-0.246409335,0.21546004
NXPH3,-0.325493206,0.215652742
FOCAD,-0.382666588,0.215821234
ZXDC,0.221485935,0.215829564
STK4,0.345223276,0.216006921
RAB12,0.653110088,0.216674919
CYP51A1-AS1,-0.296016588,0.216968811
TOLLIP-DT,0.358321894,0.217110089
DYNLRB1,-0.324183771,0.217641169
NKX3-1,0.491150588,0.217679325
KCNQ1,0.2830967,0.217948773
CSRNP1,0.406172218,0.217969916
MTMR8,-0.318921424,0.218203517
TMEM50A,-0.474887453,0.218939953
OLA1,0.298322965,0.219443227
MIF,0.300774412,0.220192899
STK35,-0.179537359,0.221547087
ESF1,-0.563247376,0.221859673
ACOXL,0.212067318,0.222035722
IL37,-0.270355941,0.222252844
FBXW9,-0.492756394,0.222295065
LOC100132078,0.125855147,0.222768854
ZNF717,-0.204032382,0.222898068
KIR2DS4,-0.448050306,0.222901115
ACE,0.383174971,0.223065216
HBZ,-0.274984394,0.223324609
ARHGAP31,-0.299059324,0.224070607
FOXD2,0.193292729,0.224985558
TAF4B,-0.630771018,0.225751938
MMP12,-0.2191091,0.226187771
ABCC1,0.994124735,0.226233734
SBF2-AS1,0.164002124,0.227162837
BICDL2,0.339905865,0.22782141
H2BC12,0.634371212,0.22782141
GDPD2,-0.241583794,0.227931279
DSTNP2,-0.237258129,0.228070041
COX7A1,0.384777053,0.228079275
ZNF813,-0.322603912,0.228336524
CENPU,0.344071171,0.228448677
ZNF460,-0.629549965,0.228496731
ATL3,0.281303671,0.228517502
RPL28,-0.258712729,0.228767507
HYI,0.671162224,0.229939826
MIR3142HG,0.320276112,0.231041123
NAB1,0.274333471,0.231096851
TTTY10,0.249907224,0.23125568
ZWILCH,-0.134625871,0.231797515
NRXN2,-0.345210141,0.231817919
ERMAP,0.156514518,0.231963486
RAB11FIP1,-0.315585182,0.232040038
RPS6KB1,0.135363535,0.232094133
SH3PXD2A-AS1,-0.113254788,0.232269029
BAALC,0.3709338,0.232269851
DIRAS3,-0.315705341,0.23268486
CPLANE2,-0.337548994,0.232693392
CAPRIN2,0.293036494,0.232708119
NVL,-0.305595771,0.232734727
TDRD12,0.242131676,0.232766855
LINC01530,-0.305352218,0.23323733
SLC39A8,0.183541324,0.233412449
CRABP1,0.231560753,0.233558963
SNHG10,0.704726094,0.233758455
FCMR,-0.351409735,0.233758455
FAM167B,0.471551553,0.233810232
IDH2,-0.373686629,0.233993345
SMAP2,0.611022147,0.234174504
CCNC,-0.194223876,0.234446482
METAP1D,0.225620647,0.234827856
TEX14,0.283811047,0.235379323
PTPRO,0.347164282,0.235464897
FGFR1,0.180911835,0.236104939
SGIP1,-0.501265659,0.23618432
TSKS,1.760757065,0.236392935
SLC2A6,-0.229343582,0.236603997
DYSF,-0.208220812,0.236844893
SOAT1,0.165971388,0.237227541
EML5,-0.237117418,0.237242364
